Publication Number,DWPIManualCodes
US8966088B2,W01-A06E1
US10193855B2,T01-E01C
US10193855B2,T01-F03A
US10193855B2,T01-J05B2B
US10193855B2,T01-N02A3
US10193855B2,T01-S03
US10193855B2,W01-A03B
US10193855B2,W01-A06A3
US10193855B2,W01-A06C4
US10193855B2,W01-A06G2
US10160412B2,T01-F05G
US10160412B2,T01-J07D3
US10160412B2,T01-N01A
US10160412B2,T01-N02A3C
US10160412B2,T01-N02B1E
US10160412B2,T01-S03
US10160412B2,W01-A06C4
EP3499849A1,T01-N01A2
EP3499849A1,T01-N01D2
EP3499849A1,T01-N01D3A
EP3499849A1,T01-S03
EP3499849A1,W01-A06F3
EP3053022B1,T01-N01A2
EP3053022B1,T01-N01D2
EP3053022B1,T01-N01D3A
EP3053022B1,T01-S03
EP3053022B1,W01-A06F3
EP3053022A4,T01-N01A2
EP3053022A4,T01-N01D2
EP3053022A4,T01-N01D3A
EP3053022A4,T01-S03
EP3053022A4,W01-A06F3
US9460405B2,T01-N01A2
US9460405B2,T01-N01D2
US9460405B2,T01-N01D3A
US9460405B2,T01-S03
US9460405B2,W01-A06F3
EP3053022A1,T01-N01A2
EP3053022A1,T01-N01D2
EP3053022A1,T01-N01D3A
EP3053022A1,T01-S03
EP3053022A1,W01-A06F3
EP3519963A4,T01-N01D2
EP3519963A4,T01-N01D3
EP3519963A4,T01-N01D4
EP3519963A4,T01-N03A2
EP3519963A4,T01-S03
EP3519963A4,T05-L02
EP3519963A1,T01-N01D2
EP3519963A1,T01-N01D3
EP3519963A1,T01-N01D4
EP3519963A1,T01-N03A2
EP3519963A1,T01-S03
EP3519963A1,T05-L02
US10264050B2,T01-N01D2
US10264050B2,T01-N01D3
US10264050B2,T01-N01D4
US10264050B2,T01-N03A2
US10264050B2,T01-S03
US10264050B2,T05-L02
WO2018067362A1,T01-N01D2
WO2018067362A1,T01-N01D3
WO2018067362A1,T01-N01D4
WO2018067362A1,T01-N03A2
WO2018067362A1,T01-S03
WO2018067362A1,T05-L02
US10248691B2,T01-H03D
US10248691B2,T01-J05B3
US10248691B2,T01-N01D3
US10248691B2,T01-N01D4
US10248691B2,T01-N02A3B
US10248691B2,T01-N03A2
US10248691B2,T01-S03
US10057358B2,T01-F05G
US10057358B2,T01-J11A1
US10057358B2,T01-N01A2D
US10057358B2,T01-N01B2
US10057358B2,T01-N01C
US10057358B2,T01-N02B2A
US10057358B2,T01-S03
US10057358B2,W01-A06C4
US10057358B2,W01-C01D3C
US10057358B2,W01-C01G6C
US10057358B2,W01-C01G8S
US10091327B2,T01-C03A
US10091327B2,T01-D01
US10091327B2,T01-J05B4P
US10091327B2,T01-N01A2D
US10091327B2,T01-N02A3C
US10091327B2,T01-N02B1B
US10091327B2,T01-S03
US10397360B2,T01-J05B4P
US10397360B2,T01-N01D3
US10397360B2,T01-N01D4
US10397360B2,T01-N02A1A
US10397360B2,T01-N02A2C
US10397360B2,T01-N03B2
US10397360B2,T01-S03
US10397360B2,W01-A06F3
US10122822B2,T01-D01
US10122822B2,T01-J05B4P
US10122822B2,T01-M06A1
US10122822B2,T01-N02A2
US10122822B2,T01-N02A3
US10122822B2,T01-S03
US10122822B2,W01-A05A
US10122822B2,W01-C01D3C
US10122822B2,W01-C01G8S
US10348806B2,T01-C07C4A
US10348806B2,T01-N01A
US10348806B2,T01-N01D
US10348806B2,T01-S03
US10348806B2,W01-A06C4
US10348806B2,W01-A06F
US10348806B2,W01-C01D3C
US10348806B2,W01-C01G8S
US10348806B2,W01-C01Q8E
US10594818B2,T01-J05B4P
US10594818B2,T01-J06A1
US10594818B2,T01-N03A2
US10594818B2,T01-S03
US10594818B2,W01-A06C4
US10594818B2,W01-C01D3C
US10594818B2,W01-C01G8S
US10581818B2,T01-D01
US10581818B2,T01-N01A
US10581818B2,T01-N02B1B
US10581818B2,W01-A05A
EP2761804B1,T01-D01
EP2761804B1,T01-N01A
EP2761804B1,T01-N02B1B
EP2761804B1,W01-A05A
US10218687B2,T01-D01
US10218687B2,T01-N01A
US10218687B2,T01-N02B1B
US10218687B2,W01-A05A
US9742747B2,T01-D01
US9742747B2,T01-N01A
US9742747B2,T01-N02B1B
US9742747B2,W01-A05A
US9391963B2,T01-D01
US9391963B2,T01-N01A
US9391963B2,T01-N02B1B
US9391963B2,W01-A05A
EP2761804A4,T01-D01
EP2761804A4,T01-N01A
EP2761804A4,T01-N02B1B
EP2761804A4,W01-A05A
EP2761804A2,T01-D01
EP2761804A2,T01-N01A
EP2761804A2,T01-N02B1B
EP2761804A2,W01-A05A
WO2013049857A3,T01-D01
WO2013049857A3,T01-N01A
WO2013049857A3,T01-N02B1B
WO2013049857A3,W01-A05A
US8631229B2,T01-D01
US8631229B2,T01-N01A
US8631229B2,T01-N02B1B
US8631229B2,W01-A05A
US8631230B2,T01-D01
US8631230B2,T01-N01A
US8631230B2,T01-N02B1B
US8631230B2,W01-A05A
WO2013049857A2,T01-D01
WO2013049857A2,T01-N01A
WO2013049857A2,T01-N02B1B
WO2013049857A2,W01-A05A
US10110601B1,T01-N02B2A
US10110601B1,T01-N02B2C
EP3264313B1,T01-F04
EP3264313B1,T01-F05G
EP3264313B1,T01-J12C
EP3264313B1,T01-J30D
EP3264313B1,T01-N01B
EP3264313B1,T01-N01D
EP3264313B1,T01-N02B1B
EP3264313B1,T01-N02B1C
EP3264313B1,T01-N02B1E
EP3264313B1,T01-N02B1G
EP3264313B1,T01-N02B3
US10152591B2,T01-F04
US10152591B2,T01-F05G
US10152591B2,T01-J12C
US10152591B2,T01-J30D
US10152591B2,T01-N01B
US10152591B2,T01-N01D
US10152591B2,T01-N02B1B
US10152591B2,T01-N02B1C
US10152591B2,T01-N02B1E
US10152591B2,T01-N02B1G
US10152591B2,T01-N02B3
US10110619B2,T01-F04
US10110619B2,T01-F05G
US10110619B2,T01-J12C
US10110619B2,T01-J30D
US10110619B2,T01-N01B
US10110619B2,T01-N01D
US10110619B2,T01-N02B1B
US10110619B2,T01-N02B1C
US10110619B2,T01-N02B1E
US10110619B2,T01-N02B1G
US10110619B2,T01-N02B3
EP3264313A1,T01-F04
EP3264313A1,T01-F05G
EP3264313A1,T01-J12C
EP3264313A1,T01-J30D
EP3264313A1,T01-N01B
EP3264313A1,T01-N01D
EP3264313A1,T01-N02B1B
EP3264313A1,T01-N02B1C
EP3264313A1,T01-N02B1E
EP3264313A1,T01-N02B1G
EP3264313A1,T01-N02B3
US9838406B2,T01-F04
US9838406B2,T01-F05G
US9838406B2,T01-J12C
US9838406B2,T01-J30D
US9838406B2,T01-N01B
US9838406B2,T01-N01D
US9838406B2,T01-N02B1B
US9838406B2,T01-N02B1C
US9838406B2,T01-N02B1E
US9838406B2,T01-N02B1G
US9838406B2,T01-N02B3
US9769188B2,T01-F04
US9769188B2,T01-F05G
US9769188B2,T01-J12C
US9769188B2,T01-J30D
US9769188B2,T01-N01B
US9769188B2,T01-N01D
US9769188B2,T01-N02B1B
US9769188B2,T01-N02B1C
US9769188B2,T01-N02B1E
US9769188B2,T01-N02B1G
US9769188B2,T01-N02B3
EP2954453B1,T01-F04
EP2954453B1,T01-F05G
EP2954453B1,T01-J12C
EP2954453B1,T01-J30D
EP2954453B1,T01-N01B
EP2954453B1,T01-N01D
EP2954453B1,T01-N02B1B
EP2954453B1,T01-N02B1C
EP2954453B1,T01-N02B1E
EP2954453B1,T01-N02B1G
EP2954453B1,T01-N02B3
US9680851B2,T01-F04
US9680851B2,T01-F05G
US9680851B2,T01-J12C
US9680851B2,T01-J30D
US9680851B2,T01-N01B
US9680851B2,T01-N01D
US9680851B2,T01-N02B1B
US9680851B2,T01-N02B1C
US9680851B2,T01-N02B1E
US9680851B2,T01-N02B1G
US9680851B2,T01-N02B3
US9654487B2,T01-F04
US9654487B2,T01-F05G
US9654487B2,T01-J12C
US9654487B2,T01-J30D
US9654487B2,T01-N01B
US9654487B2,T01-N01D
US9654487B2,T01-N02B1B
US9654487B2,T01-N02B1C
US9654487B2,T01-N02B1E
US9654487B2,T01-N02B1G
US9654487B2,T01-N02B3
US9521156B2,T01-F04
US9521156B2,T01-F05G
US9521156B2,T01-J12C
US9521156B2,T01-J30D
US9521156B2,T01-N01B
US9521156B2,T01-N01D
US9521156B2,T01-N02B1B
US9521156B2,T01-N02B1C
US9521156B2,T01-N02B1E
US9521156B2,T01-N02B1G
US9521156B2,T01-N02B3
EP2954453A4,T01-F04
EP2954453A4,T01-F05G
EP2954453A4,T01-J12C
EP2954453A4,T01-J30D
EP2954453A4,T01-N01B
EP2954453A4,T01-N01D
EP2954453A4,T01-N02B1B
EP2954453A4,T01-N02B1C
EP2954453A4,T01-N02B1E
EP2954453A4,T01-N02B1G
EP2954453A4,T01-N02B3
EP2954453A1,T01-F04
EP2954453A1,T01-F05G
EP2954453A1,T01-J12C
EP2954453A1,T01-J30D
EP2954453A1,T01-N01B
EP2954453A1,T01-N01D
EP2954453A1,T01-N02B1B
EP2954453A1,T01-N02B1C
EP2954453A1,T01-N02B1E
EP2954453A1,T01-N02B1G
EP2954453A1,T01-N02B3
US10083282B2,T01-F05G
US10083282B2,T01-H07A
US10083282B2,T01-J12C
US10083282B2,T01-N02B1B
US10083282B2,T01-S03
US9866582B2,T01-D01
US9866582B2,T01-H07A
US9866582B2,T01-J05B2
US9866582B2,T01-J12C
US9866582B2,T01-N02B1B
US9866582B2,T01-N03A1
US9866582B2,T01-S03
EP3304389A4,T01-D01
EP3304389A4,T01-J05B4P
EP3304389A4,T01-N01A2D
EP3304389A4,T01-N02A3
EP3304389A4,T01-N03A2
EP3304389A4,T01-S03
EP3304389A4,T04-F02A2
EP3304389A4,T04-F02B1A
EP3304389A1,T01-D01
EP3304389A1,T01-J05B4P
EP3304389A1,T01-N01A2D
EP3304389A1,T01-N02A3
EP3304389A1,T01-N03A2
EP3304389A1,T01-S03
EP3304389A1,T04-F02A2
EP3304389A1,T04-F02B1A
US9866543B2,T01-D01
US9866543B2,T01-J05B4P
US9866543B2,T01-N01A2D
US9866543B2,T01-N02A3
US9866543B2,T01-N03A2
US9866543B2,T01-S03
US9866543B2,T04-F02A2
US9866543B2,T04-F02B1A
WO2016196849A1,T01-D01
WO2016196849A1,T01-J05B4P
WO2016196849A1,T01-N01A2D
WO2016196849A1,T01-N02A3
WO2016196849A1,T01-N03A2
WO2016196849A1,T01-S03
WO2016196849A1,T04-F02A2
WO2016196849A1,T04-F02B1A
US9858539B2,T01-D01
US9858539B2,T01-H07A
US9858539B2,T01-J05A2
US9858539B2,T01-N01D2
US9858539B2,T01-S03
US9858539B2,W01-A06C4
US9858539B2,W01-A06F
US10122698B2,T01-J12C
US10122698B2,T01-N01A
US10122698B2,T01-N02A1A
US10122698B2,T01-N02A3C
US10122698B2,T01-N02B1B
US10122698B2,T01-N03A1
US10122698B2,T01-S03
US10122698B2,T05-L01D
EP3318996A1,T01-J12C
EP3318996A1,T01-N01A
EP3318996A1,T01-N02A1A
EP3318996A1,T01-N02A3C
EP3318996A1,T01-N02B1B
EP3318996A1,T01-N03A1
EP3318996A1,T01-S03
EP3318996A1,T05-L01D
US9736141B2,T01-J12C
US9736141B2,T01-N01A
US9736141B2,T01-N02A1A
US9736141B2,T01-N02A3C
US9736141B2,T01-N02B1B
US9736141B2,T01-N03A1
US9736141B2,T01-S03
US9736141B2,T05-L01D
US9438588B2,T01-J12C
US9438588B2,T01-N01A
US9438588B2,T01-N02A1A
US9438588B2,T01-N02A3C
US9438588B2,T01-N02B1B
US9438588B2,T01-N03A1
US9438588B2,T01-S03
US9438588B2,T05-L01D
US9438575B2,T01-C03A
US9438575B2,T01-J05B4P
US9438575B2,T01-N02A3C
US9438575B2,T01-N02B1B
US9438575B2,T01-N02B2B
US9438575B2,T01-S03
US9438575B2,W01-C01D3C
US9438575B2,W01-C01G8
US9438575B2,W01-C01P2
US10362027B2,T01-F05B2
US10362027B2,T01-M06S
US10362027B2,T01-N01A1
US10362027B2,T01-N02A2C
US10362027B2,T01-N02A3C
US10362027B2,T01-N02B2A
US10362027B2,T01-S03
US10362027B2,W01-A06C4
US10362027B2,W01-A06F
US10362024B2,T01-E01B
US10362024B2,T01-N01A1
US10362024B2,T01-N01D1B
US10362024B2,T01-N01D3
US10362024B2,T01-S03
US10367799B2,W01-A06A3
US10367799B2,W01-A06E1C
US10367799B2,W01-A06F3
US10154410B2,T01-F03A
US10154410B2,T01-M06A1
US10154410B2,T01-N02A3
US10154410B2,T01-S03
US10154410B2,W01-A06C4
US10154410B2,W01-A06F
US10154410B2,W01-C01D3C
US10154410B2,W01-C01G8S
US10154410B2,W01-C01Q
US10050952B2,T01-N02A3
US10050952B2,T01-N02B1B
US10050952B2,W01-A06A
US10050952B2,W01-C01D3C
US10050952B2,W01-C01G8S
US10033678B2,T01-C03C
US10033678B2,T01-F05B2
US10033678B2,T01-J20B1
US10033678B2,T01-N01A2D
US10033678B2,T01-N01D1B
US10033678B2,T01-N02A2B
US10033678B2,T01-S03
US10033678B2,W01-A06B5B
US10033678B2,W01-A06C4G
US10033678B2,W01-A06F
US10033678B2,W01-C01D3C
US10033678B2,W01-C01G6C
US9407614B2,T01-C03A
US9407614B2,T01-M06S
US9407614B2,T01-N01B1
US9407614B2,T01-N02A3C
US9407614B2,T01-S03
US9407614B2,W01-C01D3C
US9407614B2,W01-C01G8
US9407614B2,W01-C01P2
EP3479246A4,T01-F05B2
EP3479246A4,T01-N01D
EP3479246A4,T01-N02B2
EP3479246A4,W01-A06A
EP3479246A4,W01-A06B5A
EP3479246A4,W01-C01D3C
EP3479246A1,T01-F05B2
EP3479246A1,T01-N01D
EP3479246A1,T01-N02B2
EP3479246A1,W01-A06A
EP3479246A1,W01-A06B5A
EP3479246A1,W01-C01D3C
WO2018005696A1,T01-F05B2
WO2018005696A1,T01-N01D
WO2018005696A1,T01-N02B2
WO2018005696A1,W01-A06A
WO2018005696A1,W01-A06B5A
WO2018005696A1,W01-C01D3C
US10015191B2,T01-N01A
US10015191B2,T01-N01D2
US10015191B2,T01-N01D3
US10015191B2,T01-N02B2A
US10015191B2,T01-N03A1
US10015191B2,T01-N03A2
US10015191B2,T01-N03B1
US10015191B2,T01-N03B3
US10015191B2,T01-S03
US10015191B2,W01-A06B8A
US10015191B2,W01-A06E1C
US10200394B2,T01-J12D
US10200394B2,T01-N01A
US10200394B2,T01-N01B1
US10200394B2,T01-N01D3
US10200394B2,T01-S03
US10200394B2,T05-L05A
US10198464B2,T01-J05B4P
US10198464B2,T01-N02A3
US10198464B2,T01-N03A2
US10198464B2,T01-S03
US10198464B2,W01-A06B5A
US10198464B2,W01-C01D3C
US10198464B2,W01-C01G8S
US10187421B2,T01-F02A
US10187421B2,T01-F03
US10187421B2,T01-F05F
US10187421B2,T01-J05B2C
US10187421B2,T01-J05B4P
US10187421B2,T01-J08F1
US10187421B2,T01-J11F
US10187421B2,T01-N01D2
US10187421B2,T01-N01D3
US10187421B2,T01-N02A3
US10187421B2,T01-N02B2
US10187421B2,T01-N03A1
US10187421B2,T01-S03
US10187421B2,W01-C01G4
US10187421B2,W01-C01G6A
US10187421B2,W01-C01G6C
US10187421B2,W01-C01G6E
US10187421B2,W01-C01G6F
US10187421B2,W01-C02B7C
US10187421B2,W01-C02B7L
US10200392B2,T01-N01D
US10200392B2,T01-N03A1
US10200392B2,T01-S03
US10454954B2,T01-J05B1
US10454954B2,T01-N01A
US10454954B2,T01-N01D2
US10454954B2,T01-N01D3
US10454954B2,T01-N02B1B
US10454954B2,T01-S03
US10476838B2,T01-E01C
US10476838B2,T01-M06A1
US10476838B2,T01-N02A1
US10476838B2,T01-S03
US10476838B2,W01-A03B
US10476838B2,W01-A06F2A
US10476838B2,W01-A06G2
US10476838B2,W01-C01D3C
US10476838B2,W01-C01G8S
US10055729B2,T01-F05G
US10055729B2,T01-N01A1
US10055729B2,T01-N01D
US10055729B2,T01-N02B1E
US10055729B2,T01-N03B1
US10050975B2,T01-F05G
US10050975B2,T01-N01A1
US10050975B2,T01-N01D
US10050975B2,T01-N02B1E
US10050975B2,T01-N03B1
US9311641B2,T01-F05G
US9311641B2,T01-N01A1
US9311641B2,T01-N01D
US9311641B2,T01-N02B1E
US9311641B2,T01-N03B1
US9705891B2,T01-J20B1
US9705891B2,T01-M06S
US9705891B2,T01-N02A3C
US9705891B2,T01-N02B1B
US9705891B2,T01-S03
US9832191B2,S05-D01C5A
US9832191B2,T01-J12C
US9832191B2,T01-N02A3
US9832191B2,T01-N02B1B
US9824357B2,T01-J10B1
US9824357B2,T01-J12C
US9824357B2,T01-N01A1
US9824357B2,T01-N02B1B
US9824357B2,T01-S03
US9824357B2,W01-A06A3
US9824357B2,W01-C02B6A
US9824357B2,W01-C05B3C
US10440049B2,T01-N01D
US10440049B2,T01-S03
US10440049B2,W01-A03B
US10440049B2,W01-A06A3
US10440049B2,W01-A06F
US10440049B2,W01-A06G2
US10609060B2,T01-F01C
US10609060B2,T01-J05B3
US10609060B2,T01-N03A2
US10609060B2,T01-S03
US9576120B2,T01-J12C
US9576120B2,T01-N01A2D
US9576120B2,T01-N01C
US9576120B2,T01-N01D3
US9576120B2,T01-N02A2C
US9576120B2,T01-N02A3
US9576120B2,T01-N02B1B
US9576120B2,T01-N02B2A
US9576120B2,T01-S03
US9576120B2,T05-L03C1
WO2016109079A1,T01-J12C
WO2016109079A1,T01-N01A2D
WO2016109079A1,T01-N01C
WO2016109079A1,T01-N01D3
WO2016109079A1,T01-N02A2C
WO2016109079A1,T01-N02A3
WO2016109079A1,T01-N02B1B
WO2016109079A1,T01-N02B2A
WO2016109079A1,T01-S03
WO2016109079A1,T05-L03C1
WO2019204361A1,T01-J05B4A
WO2019204361A1,T01-M06A1
WO2019204361A1,T01-N01A2D
WO2019204361A1,T01-N01D1
WO2019204361A1,T01-N02A3
WO2019204361A1,W01-C01D3C
WO2019204361A1,W01-C01G8S
US10320775B2,T01-N02A3C
US10320775B2,T01-N02B1D
US10320775B2,T01-N02B2A
US10320775B2,T01-S03
US9900774B2,T01-C03C
US9900774B2,T01-J05B4P
US9900774B2,T01-J12
US9900774B2,T01-N01D3
US9900774B2,T01-N02A3
US9900774B2,T01-N02B1B
US9900774B2,T01-N03A1
US9900774B2,T01-S03
US9900774B2,W01-A06C4E
US9900774B2,W01-A06F
US9900312B2,T01-J05B4P
US9900312B2,T01-J12C
US9900312B2,T01-M06A1
US9900312B2,T01-N01A1
US9900312B2,T01-N02B1B
US9900312B2,T01-S03
US9900312B2,W01-A06F
US9900312B2,W01-C01D3C
US10523779B2,T01-J05B4P
US10523779B2,T01-N01D4
US10523779B2,T01-N02A3
US10523779B2,T01-N03A1
US10523779B2,W01-A06B5A
US10523637B2,T01-J12C
US10523637B2,T01-N01A3
US10523637B2,T01-N01D2
US10523637B2,T01-N01D3
US10523637B2,T01-N02B1B
US10523637B2,T01-N03A1
US10523637B2,T01-S03
US10498735B2,T01-N01D
US10498735B2,T01-N02A3
US10498735B2,T01-N02B2A
US10498735B2,T01-N03
US10498735B2,T01-S03
US10356101B2,S05-D01C5A
US10356101B2,T01-F05G
US10356101B2,T01-J05B4P
US10356101B2,T01-N01A2B
US10356101B2,T01-N01A2J
US10356101B2,T01-N02A1A
US10356101B2,T01-N02A3C
US10356101B2,T01-N02B1E
US10356101B2,T01-N02B2A
US10356101B2,T01-S03
US10346605B2,T01-F05B2
US10346605B2,T01-H07A
US10346605B2,T01-J05A1
US10346605B2,T01-J10E
US10346605B2,T01-J12C1
US10346605B2,T01-J12D
US10346605B2,T01-N02A3C
US10346605B2,T01-N02B1B
US10348722B2,T01-D01
US10348722B2,T01-H07A
US10348722B2,T01-J11E
US10348722B2,T01-M06A1
US10348722B2,T01-N03A1
US10348722B2,T01-S03
US10412099B2,T01-J05B2
US10412099B2,T01-J16B
US10412099B2,T01-N01A
US10412099B2,T01-N01D3
US10412099B2,T01-S03
US10397208B2,T01-J10B1
US10397208B2,T01-J10B2A
US10397208B2,T01-J10B3A
US10397208B2,T01-J10B3B
US10397208B2,T01-J10E
US10397208B2,T01-N02A3
US10397208B2,T01-S03
US10397208B2,T04-D03A
US10397208B2,T04-D04
US10397208B2,T04-D08
US9712521B2,T01-J12C
US9712521B2,T01-N01A
US9712521B2,T01-N02B1B
US9712521B2,T01-S03
US9781140B2,T01-J11A
US9781140B2,T01-J12
US9781140B2,T01-N01D1B
US9781140B2,T01-N01D2
US9781140B2,T01-N01D3
US9781140B2,T01-N02B1B
US9781140B2,T01-N02B2C
US9781140B2,T01-S03
US10284567B2,W01-C01G6A
US10284567B2,W01-C01G6C
US10284567B2,W01-C01G6F
US10284551B2,T01-J05B3
US10284551B2,T01-J10B2
US10284551B2,T01-M06A1
US10284551B2,W01-A06C4
US10284551B2,W01-A06F
US10284551B2,W01-C01D3C
US10284551B2,W01-C01G8S
US10284551B2,W01-C01Q8C
US10270802B2,T01-D01
US10270802B2,T01-J05B2
US10270802B2,T01-J12C
US10270802B2,T01-N01D2
US10270802B2,T01-N01D3
US10270802B2,T01-N02B1B
US10270802B2,T01-N03A1
US10270802B2,T01-S03
US10277574B2,T01-N01A
US10277574B2,T01-N01D
US10277574B2,T01-N02A3
US10277574B2,T01-S03
US10277574B2,T05-L02
US9203835B2,S05-D01C5A
US9203835B2,T01-C03A
US9203835B2,T01-H01A
US9203835B2,T01-H01B3
US9203835B2,T01-J08A2
US9203835B2,T01-N01B1
US9203835B2,T01-N01D1B
US9203835B2,T01-N02A3C
US9203835B2,T01-S03
US9203835B2,W01-C01D3C
US9203835B2,W01-C01G8
US9203835B2,W01-C01P2
US9197624B2,T01-J05B4P
US9197624B2,T01-N01A
US9197624B2,T01-N02A3
US9197624B2,T01-S03
US9197624B2,W01-C01D3C
US9197624B2,W01-C01P2
US9197624B2,W01-C01R
EP3286680A4,T01-J05B4P
EP3286680A4,W01-C01D3C
EP3286680A4,W01-C01G8S
EP3286680A1,T01-J05B4P
EP3286680A1,W01-C01D3C
EP3286680A1,W01-C01G8S
US9756032B2,T01-J05B4P
US9756032B2,W01-C01D3C
US9756032B2,W01-C01G8S
WO2016171764A1,T01-J05B4P
WO2016171764A1,W01-C01D3C
WO2016171764A1,W01-C01G8S
US9356930B2,T01-E04
US9356930B2,T01-J08A2
US9356930B2,W01-C01D3C
US9356930B2,W01-C01G8
US9356930B2,W01-C01P2
US9378494B2,T01-C03C
US9378494B2,T01-J05B4P
US9378494B2,T01-N01A1
US9378494B2,T01-N02A3
US9378494B2,T01-S03
US9378494B2,W01-A06C4
US9378494B2,W01-C01D3C
US9378494B2,W01-C01G8S
US9490987B2,T01-D01
US9490987B2,T01-F05B2
US9490987B2,T01-J05B2
US9490987B2,T01-J12C
US9490987B2,T01-N01D2
US9490987B2,T01-N02B1B
US9490987B2,T01-S03
US9491200B2,T01-F03A
US9491200B2,T01-N02A3C
US9491200B2,T01-S03
US9491200B2,W01-A06
US9491200B2,W01-C01D3C
US9491200B2,W01-C01G8
US9491200B2,W01-C01P2
US10218710B2,T01-J05A
US10218710B2,T01-J05B3
US10218710B2,T01-N01A
US10218710B2,T01-S03
US10225274B2,T01-F01C
US10225274B2,T01-F03A
US10225274B2,T01-J05B3
US10225274B2,T01-N03A2
US10225274B2,T01-S03
US10204340B2,T01-J07D1
US10204340B2,T01-N01A1
US10204340B2,T01-N01D
US10204340B2,T01-N02B1B
US10204340B2,T01-S03
US10204340B2,T05-G01
US10204340B2,W02-C04A1
WO2016109098A1,T01-J07D1
WO2016109098A1,T01-N01A1
WO2016109098A1,T01-N01D
WO2016109098A1,T01-N02B1B
WO2016109098A1,T01-S03
WO2016109098A1,T05-G01
WO2016109098A1,W02-C04A1
US10218751B2,T01-J04B2
US10218751B2,T01-J05B1
US10218751B2,T01-J05B4B
US10218751B2,T01-N01A2D
US10218751B2,T01-N01A2E
US10218751B2,T01-N01D2
US10218751B2,T01-N01D3
US10218751B2,T01-N02A3
US10218751B2,T01-N02B2C
US10218751B2,T01-S03
US9648371B2,T01-J04B2
US9648371B2,T01-J05B2C
US9648371B2,W02-F10E3
US9648371B2,W02-F10Q5
US10135821B2,S05-D01C5A
US10135821B2,T01-D01
US10135821B2,T01-J10B2
US10135821B2,T01-J12C
US10135821B2,T01-N01B1
US10135821B2,T01-N02A3C
US10135821B2,T01-N02B1B
US10134038B2,T01-D01
US10134038B2,T01-J11A1
US10134038B2,T01-N01A1
US10134038B2,T01-S03
US10134038B2,T05-L01D
US9596238B2,T01-J12C
US9596238B2,T01-N01A1
US9596238B2,T01-N02A3
US9596238B2,T01-N02B1B
US9596238B2,T01-S03
US9923876B2,T01-J08A
US9923876B2,W01-A06C4
US9923876B2,W01-A06F
US9923876B2,W01-C01D3C
US9923876B2,W01-C01G8S
US9923876B2,W01-C01R
US9635031B2,T01-N01A
US9635031B2,T01-N02A2C
US9635031B2,T01-N02A3C
US9635031B2,W01-A03B
US9635031B2,W01-A06B8A
US9635031B2,W01-A06F3
US9635031B2,W01-A06G2
US9633204B2,T01-J05B4P
US9633204B2,T01-J12C
US9633204B2,T01-N02B1B
US9633204B2,T01-S03
WO2020051372A1,T01-D01
WO2020051372A1,T01-N02A1A
WO2020051372A1,T01-N02B1B
WO2020051372A1,T01-S03
WO2020051372A1,W01-A05B
WO2020051372A1,W01-A06E1C
WO2020018590A1,T01-D01
WO2020018590A1,T01-E04
WO2020018590A1,T01-J05B2B
WO2020018590A1,T01-J05B4P
WO2020018590A1,T01-J12C
WO2020018590A1,T01-N01A
WO2020018590A1,T01-N02A3C
WO2020018590A1,T01-N02B1A
WO2020018590A1,T01-N02B1B
WO2020018590A1,T01-S03
WO2020018590A1,W01-A06E1C
WO2018005885A1,T01-J12
WO2018005885A1,T01-N01A1
WO2018005885A1,T01-N01D
WO2018005885A1,T01-N03A1C
WO2018005885A1,T01-S03
WO2018005885A1,W01-A06E1
WO2020006318A1,T01-H07A
WO2020006318A1,T01-J11A1
WO2020006318A1,W01-A06C4
WO2020006318A1,W01-A06F
US10558793B2,T01-J05B4P
US10558793B2,T01-J12C
US10558793B2,T01-N02A3C
US10558793B2,T01-N02B1B
US10558793B2,T01-S03
US10536452B2,T01-J05B4P
US10536452B2,T01-N01A1
US10536452B2,T01-N01A2D
US10536452B2,T01-N02A3C
US10536452B2,T01-N03A1C
US10536452B2,T01-S03
US10313335B2,T01-D01
US10313335B2,T01-J17
US10313335B2,T01-N02A3C
US10313335B2,W01-A06C4
US10313335B2,W01-A06F
US10313335B2,W01-C01D3C
US10320709B2,T01-E01A
US10320709B2,T01-N02B1E
US10320709B2,T01-N03A2
US10320709B2,T01-S03
US9442810B2,T01-E01A
US9442810B2,T01-N02B1E
US9442810B2,T01-N03A2
US9442810B2,T01-S03
US10356004B2,T01-H07A
US10284487B2,T01-N01D
US10284487B2,T01-N02A2B
US10284487B2,T01-N02A2D
US10284487B2,T01-N02A3
US10284487B2,W01-A06A3
US10284487B2,W01-A06B5A
US10284487B2,W01-A06C4E
US10284487B2,W01-A06C4G
US10284487B2,W01-A06E1L
US10284487B2,W01-A06F
US10284487B2,W01-C01D3C
US10284487B2,W01-C01G6E
EP3475710A4,T01-S03
EP3475710A4,W01-A06E1L
EP3475710A4,W01-A06F2C
US10432531B2,T01-S03
US10432531B2,W01-A06E1L
US10432531B2,W01-A06F2C
EP3475710A1,T01-S03
EP3475710A1,W01-A06E1L
EP3475710A1,W01-A06F2C
WO2018005550A1,T01-S03
WO2018005550A1,W01-A06E1L
WO2018005550A1,W01-A06F2C
US9577843B2,T01-N01A2A
US9577843B2,T01-N02A3B
US9577843B2,T01-S03
US9577843B2,W01-A06E1J
US9577843B2,W01-C05B4C
WO2019133927A1,T01-J05B4P
WO2019133927A1,T01-N01A2D
WO2019133927A1,T01-N02A1
WO2019133927A1,T01-N02A3C
