"Publication Number";"Publication Year";"Earliest Priority Year";"Application Year";"DWPI Class";"Assignee/Applicant First";"Inventor - w/address";"Inventor - DWPI";"Inventor Count";"Publication Country Code";"Publication Kind Code";"Publication Date";"Estimated Remaining Life";"Dead/Alive";"Publication Month";"Application Date";"Application Month";"Priority Date";"Priority Month";"Priority Year(s)";"Related Applications";"IPC - Current - DWPI";"IPC Class - DWPI";"IPC Class Group - DWPI";"IPC Section - DWPI";"IPC Subclass - DWPI";"IPC Subgroup - DWPI";"CPC - Current - DWPI";"CPC - Current Primary - DWPI";"CPC - Original Primary - DWPI";"CPC Class - DWPI";"DWPI Manual Codes";"Cited Refs - Patent";"Count of Cited Refs - Patent";"Count of Cited Refs - Non-patent";"Citing Patents";"Count of Citing Patents";"Designated States";"Language of Publication";"DWPI Family Members Dead/Alive";"INPADOC Family ID";"Item Number";"Strategic Importance";"Probability of Grant";"Domain Influence";"Combined Patent Impact";"Probability of Early Lapse"
"WO2019118731A1";2019;2017;2018;"T01 E |  W01 E";"PAYPAL INC,US";"RANGARAJ Srinivasan,US";"RANGARAJ S";1;"WO";"A1";2019-06-20;NA;"Alive";"06";2018-12-13;"12";"2017-12-13";"12 | 12";"2017";"US15840947A,2017-12-13";"G06F002162 | G06F002164 | H04L002906 | H04L000906 | H04L000908 | H04L000930";"G06, H04";"G06F0021, H04L0029, H04L0009";"G, H";"G06F, H04L";"G06F002162, G06F002164, H04L002906, H04L000906, H04L000908, H04L000930";"H04L00630823 | G06F002164 | H04L00090643 | H04L00090838 | H04L00090861 | H04L000914 | H04L000930 | H04L00093239 | H04L00630435 | H04L00630442 | H04L00630478 | H04L0063062 | H04L2463062";"H04L00630823";"H04L00630823";"H04, G06";"T01-D01 | T01-J12C | T01-N01D3 | T01-N02A2C | T01-N02B1B | T01-S03 | W01-A05A | W01-C01D3C | W01-C01G8S";"US20090177894A1 | US9698976B1 | US20150312255A1";3;0;NA;0;"XX N AE;AG;AL;AM;AO;AT;AU;AZ;BA;BB;BG;BH;BN;BR;BW;BY;BZ;CA;CH;CL;CN;CO;CR;CU;CZ;DE;DJ;DK;DM;DO;DZ;EC;EE;EG;ES;FI;GB;GD;GE;GH;GM;GT;HN;HR;HU;ID;IL;IN;IR;IS;JO;JP;KE;KG;KH;KN;KP;KR;KW;KZ;LA;LC;LK;LR;LS;LU;LY;MA;MD;ME;MG;MK;MN;MW;MX;MY;MZ;NA;NG;NI;NO;NZ;OM;PA;PE;PG;PH;PL;PT;QA;RO;RS;RU;RW;SA;SC;SD;SE;SG;SK;SL;SM;ST;SV;SY;TH;TJ;TM;TN;TR;TT;TZ;UA;UG;US;UZ;VC;VN;ZA;ZM;ZW |  EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR |  OA R BF;BJ;CF;CG;CI;CM;GA;GN;GQ;GW;KM;ML;MR;NE;SN;TD;TG |  AP R BW;GH;GM;KE;LR;LS;MW;MZ;NA;RW;SD;SL;ST;SZ;TZ;UG;ZM;ZW |  EA R AM;AZ;BY;KG;KZ;RU;TJ;TM";"EN";"US20190182236A1 Alive | WO2019118731A1 Alive";"20190613US20190182236A1";773;277;"57.58";247;256;NA
"US9152812B2";2015;2013;2013;"T01 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Wu Junlong,Shanghai,CN | Han Jun,Shanghai,CN";"HAN J | WU J";2;"US";"B2";2015-10-06;"4964 Days , (13 Years, 7 Months)";"Alive";"10";2013-12-03;"12";"2013-12-03";"12 | 12";"2013";"US14095297A,2013-12-03";"G06F002162";"G06";"G06F0021";"G";"G06F";"G06F002162";"G06F00216218 | G06F000304842 | G06F00112221 | G06F00113684 | G06F00216209 | G06F00216245 | H04L00630457 | H04L0063061 | H04L0063083 | G06F2221033";"G06F00216218";"G06F00216209";"G06, H04";"T01-D01A | T01-F05F | T01-J05B4M | T01-J12C | T01-N01D2 | T01-N02B1B | T01-N02B2 | T01-S03 | W01-A05A";"US20050091499A1 | US20040078577A1 | US6931532B1 | US20050235165A1";4;2;"WO2017210610A1";1;NA;"EN";"US20150154415A1 Alive | US9152812B2 Alive";"20150604US20150154415A1";774;277;"100.0";2639;2286;NA
"US9996701B2";2018;2011;2011;"S05 E |  T01 E |  W01 E |  W06 E";"PayPal Inc.,San Jose,CA,US";"Nuzzi Frank Anthony,Pflugerville,TX,US | Krishnan Shivkumar,San Jose,TX,US";"KRISHNAN S | NUZZI F A";2;"US";"B2";2018-06-12;"5050 Days , (13 Years, 9 Months)";"Alive";"06";2011-09-16;"09";"2011-09-16";"09 | 09";"2011";"US13234278A,2011-09-16";"G06F002100 | G06F002162";"G06";"G06F0021";"G";"G06F";"G06F002100, G06F002162";"G06F00216209 | G06F22212111";"G06F00216209";"G06F00216209";"G06";"S05-G02G3 | S05-G02G9 | T01-J12C | T01-N01A3 | T01-N01D1B | T01-N01D2 | T01-N01E | T01-N02B1A | T01-N02B1B | T01-S03 | W01-A06F2A | W01-C01D3C | W01-C01G6E | W06-A03A";"US7801824B1 | US20130074169A1 | US20080120718A1 | US20020002541A1 | US20020112171A1 | US20080167129A1 | US7447784B2 | US20080146193A1 | US7698566B1";9;1;NA;0;NA;"EN";"US20130074169A1 Alive | US9996701B2 Alive";"20130321US20130074169A1";775;807;"100.0";762;787;226
"US10373169B2";2019;2015;2015;"T01 E |  W06 E";"PAYPAL INC.,San Jose,CA,US";"Todasco Michael Charles,San Jose,CA,US";"TODASCO M C";1;"US";"B2";2019-08-06;"6457 Days , (17 Years, 8 Months)";"Alive";"08";2015-08-11;"08";"2015-08-11";"08 | 08";"2015";"US14823156A,2015-08-11";"G06F002162 | G06Q002032 | G06Q002040 | H04L002906";"G06, H04";"G06F0021, G06Q0020, H04L0029";"G, H";"G06F, G06Q, H04L";"G06F002162, G06Q002032, G06Q002040, H04L002906";"G06Q00204097 | G06Q00203224 | G06Q002040145 | G06Q00204016 | H04L00630414 | H04L00630876 | H04L0063107 | H04L0063126 | G06F002162 | H04L2463102";"G06Q00204097";"G06Q00204097";"G06, H04";"T01-N01A1 | T01-N02A3C | T01-N02B1B | T01-S03 | W06-A03A5C";"US9922319B2 | US20120203698A1 | US20150149365A1 | WO2014020619A1 | US20010029485A1 | US20110251892A1 | US20140239065A1 | US20150186874A1 | WO2011056156A1 | US20020026416A1 | US20040039694A1 | US20100082487A1 | US20090063334A1 | US20150324766A1 | US20150379283A1 | US20110153498A1 | US20130227312A1 | US20140081870A1 | CA2363220A1 | US20140129422A1 | US20140229339A1 | US20130297509A1 | US20140143037A1 | US20140214500A1 | US20120030002A1 | US20120278188A1";26;1;"US10588018B2";1;NA;"EN";"US20170046712A1 Alive | US10373169B2 Alive";"20170216US20170046712A1";776;63;"100.0";578;60;246
"US9501657B2";2016;2013;2015;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Wu Junlong,Shanghai,CN | Han Jun,Shanghai,CN";"HAN J | WU J";2;"US";"B2";2016-11-22;"4964 Days , (13 Years, 7 Months)";"Alive";"11";2015-09-21;"09";"2013-12-03";"12 | 12 | 09";"2013 | 2015";"US14860612A,2015-09-21 | US14095297A,2013-12-03";"G06F001122 | G06F001136 | G06F002162 | G06F00030484 | H04L002906";"G06, H04";"G06F0011, G06F0021, G06F0003, H04L0029";"G, H";"G06F, H04L";"G06F001122, G06F001136, G06F002162, G06F00030484, H04L002906";"G06F00216218 | G06F000304842 | G06F00112221 | G06F00113684 | G06F00216209 | G06F00216245 | H04L00630457 | H04L0063061 | H04L0063083 | G06F2221033";"G06F00216218";"G06F00216218";"G06, H04";"T01-D01A | T01-F05F | T01-G02A2D | T01-J05B4M | T01-J12C | T01-J20C | T01-N01D2 | T01-N01D3 | T01-N02B1B | T01-N03A2 | T01-S03";"US6931352B2 | US20040078577A1 | US20050091499A1 | US20050235165A1";4;2;"US10169206B2";1;NA;"EN";"US20160012247A1 Alive | US9501657B2 Alive";"20150604US20150154415A1";777;277;"100.0";394;381;405
"WO2019217743A1";2019;2018;2019;"T01 E";"PAYPAL INC.,US";"YOUSSEFI Amir Hossein,US | RETINENI Ravi,US | PICOS Alejandro,US | WANG Gaoyuan,US | CAO Li,US | MADHAVAN Deepa,US | SELVARAJ Srinivasabharathi,US";"CAO L | MADHAVAN D | PICOS A | RETINENI R | SELVARAJ S | WANG G | YOUSSEFI A H";7;"WO";"A1";2019-11-14;NA;"Alive";"11";2019-05-09;"05";"2018-05-11 | 2018-06-29";"05 | 06 | 05 | 06";"2018";"US16023819A,2018-06-29";"G06F001730 | G06F002160 | G06F002162 | G06F000300 | G06N002000 | G06N000308 | G06N009900";"G06";"G06F0017, G06F0021, G06F0003, G06N0020, G06N0003, G06N0099";"G";"G06F, G06N";"G06F001730, G06F002160, G06F002162, G06F000300, G06N002000, G06N000308, G06N009900";"G06F0021577 | G06F0021602 | G06F001690 | G06F002153 | G06F00216245 | G06N002000 | G06F22212149";"G06F0021577 | G06F0021602";"G06F0021602";"G06";"T01-D01 | T01-J05B2B | T01-J05B4P | T01-J12C | T01-J16C2 | T01-N02B1B | T01-S03";"US20140081894A1 | US20160359921A1 | US20160132696A1";3;0;NA;0;"XX N AE;AG;AL;AM;AO;AT;AU;AZ;BA;BB;BG;BH;BN;BR;BW;BY;BZ;CA;CH;CL;CN;CO;CR;CU;CZ;DE;DJ;DK;DM;DO;DZ;EC;EE;EG;ES;FI;GB;GD;GE;GH;GM;GT;HN;HR;HU;ID;IL;IN;IR;IS;JO;JP;KE;KG;KH;KN;KP;KR;KW;KZ;LA;LC;LK;LR;LS;LU;LY;MA;MD;ME;MG;MK;MN;MW;MX;MY;MZ;NA;NG;NI;NO;NZ;OM;PA;PE;PG;PH;PL;PT;QA;RO;RS;RU;RW;SA;SC;SD;SE;SG;SK;SL;SM;ST;SV;SY;TH;TJ;TM;TN;TR;TT;TZ;UA;UG;US;UZ;VC;VN;ZA;ZM;ZW |  EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR |  OA R BF;BJ;CF;CG;CI;CM;GA;GN;GQ;GW;KM;ML;MR;NE;SN;TD;TG |  AP R BW;GH;GM;KE;LR;LS;MW;MZ;NA;RW;SD;SL;ST;SZ;TZ;UG;ZM;ZW |  EA R AM;AZ;BY;KG;KZ;RU;TJ;TM";"EN";"US20190347428A1 Indeterminate | WO2019217743A1 Alive";"20191114US20190347428A1";778;277;"58.86";247;256;NA
"US10586055B2";2020;2017;2017;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Boutnaru Shlomi,Modiin,IL";"BOUTNARU S";1;"US";"B2";2020-03-10;"6683 Days , (18 Years, 3 Months)";"Alive";"03";2017-10-30;"10";"2017-10-30";"10 | 10";"2017";"US15797890A,2017-10-30";"G06F002160";"G06";"G06F0021";"G";"G06F";"G06F002160";"G06F0021602 | G06F002178 | G06F002160";"G06F0021602";"G06F0021602";"G06";"T01-J12C | T01-M06A1 | T01-N01D2 | T01-N02B1B | T01-S03";"US20170180394A1 | US20030070075A1 | US20060107056A1 | US6535618B1 | US9514309B1 | US8825606B1 | US20120155634A1 | US20180018458A1";8;4;NA;0;NA;"EN";"US20190130117A1 Alive | US10586055B2 Alive";"20190502US20190130117A1";779;277;"100.0";321;319;335
"WO2020037320A1";2020;2018;2019;"T01 E |  W01 E";"PAYPAL INC.,US";"JOHNSON Raoul Christopher,US | SUN Ran,US";"JOHNSON R C | SUN R";2;"WO";"A1";2020-02-20;NA;"Alive";"02";2019-08-19;"08";"2018-08-17";"08 | 08";"2018";NA;"G06F002131 | G06F002160 | H04L002906";"G06, H04";"G06F0021, H04L0029";"G, H";"G06F, H04L";"G06F002131, G06F002160, H04L002906";"H04L00631491 | H04L006308";"H04L00631491";"H04L00631491";"H04";"T01-N02B1B | T01-N02B3 | T01-S03 | W01-A06E1C";"US20130263226A1 | US8856077B1 | US20160164861A1";3;0;NA;0;"XX N AE;AG;AL;AM;AO;AT;AU;AZ;BA;BB;BG;BH;BN;BR;BW;BY;BZ;CA;CH;CL;CN;CO;CR;CU;CZ;DE;DJ;DK;DM;DO;DZ;EC;EE;EG;ES;FI;GB;GD;GE;GH;GM;GT;HN;HR;HU;ID;IL;IN;IR;IS;JO;JP;KE;KG;KH;KN;KP;KR;KW;KZ;LA;LC;LK;LR;LS;LU;LY;MA;MD;ME;MG;MK;MN;MW;MX;MY;MZ;NA;NG;NI;NO;NZ;OM;PA;PE;PG;PH;PL;PT;QA;RO;RS;RU;RW;SA;SC;SD;SE;SG;SK;SL;SM;ST;SV;SY;TH;TJ;TM;TN;TR;TT;TZ;UA;UG;US;UZ;VC;VN;ZA;ZM;ZW |  EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR |  OA R BF;BJ;CF;CG;CI;CM;GA;GN;GQ;GW;KM;ML;MR;NE;SN;TD;TG |  AP R BW;GH;GM;KE;LR;LS;MW;MZ;NA;RW;SD;SL;ST;SZ;TZ;UG;ZM;ZW |  EA R AM;AZ;BY;KG;KZ;RU;TJ;TM";"EN";"US20200059489A1 Indeterminate | WO2020037320A1 Alive";"20200220US20200059489A1";780;277;"59.37";247;256;NA
"US10592677B2";2020;2018;2018;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Petratos Spiros,Austin,TX,US | Hogge Rick,Liberty Hill,TX,US | Nuthulapati Praveen,Austin,TX,US";"HOGGE R | NUTHULAPATI P | PETRATOS S";3;"US";"B2";2020-03-17;"6603 Days , (18 Years)";"Alive";"03";2018-05-30;"05";"2018-05-30";"05 | 05";"2018";"US15993338A,2018-05-30";"G06F001100 | G06F001136 | G06F001730 | G06F002155 | G06F002157 | G06F000865 | G06F000871 | G06F000944 | G06F002153 | G06F002156";"G06";"G06F0011, G06F0017, G06F0021, G06F0008, G06F0009";"G";"G06F";"G06F001100, G06F001136, G06F001730, G06F002155, G06F002157, G06F000865, G06F000871, G06F000944, G06F002153, G06F002156";"G06F002153 | G06F0021577 | G06F000865 | G06F0008656 | G06F000871 | G06F00113664 | G06F0021554 | G06F0021566 | G06F2221033";"G06F002153 | G06F0021577";"G06F0021577";"G06";"T01-F05F | T01-J05B2C | T01-J05B4P | T01-J12C | T01-J20B1 | T01-J20B2 | T01-J20C | T01-N01D3A | T01-N02B1B | T01-N03 | T01-S03";"US9419857B1 | US9432335B1 | US20080271025A1 | US20080276234A1 | US20120272205A1 | US20140026121A1 | US20150106939A1 | US20180011700A1 | US20190245894A1 | US9176728B1 | US20120072985A1 | US20120311534A1 | US20140245376A1 | US20170104782A1 | US20170111384A1 | US20170177860A1 | US8910278B2 | US20050005152A1 | US20110126111A1 | US20130311496A1 | US20170116421A1 | US20170177877A1 | US20180027009A1 | US20180114025A1 | US20180157842A1 | US20180225460A1 | US7322024B2 | US9256746B2 | US9459860B2 | US9462010B1 | US9535685B1 | US20120311344A1 | US20150100684A1 | US20150180949A1 | US20150248558A1 | US20160188885A1 | US20170034023A1 | US20170180346A1 | US20170185783A1 | US9589129B2 | US9626509B1 | US20060265750A1 | US20070061125A1 | US20140032449A1 | US20140245460A1 | US20150264074A1 | US20160248590A1 | US8745746B1 | US20040088565A1 | US20050132206A1 | US20140033176A1 | US20170286692A1 | US20180205600A1 | US9619262B2 | US20080271019A1 | US20100031239A1 | US20140149492A1 | US20160259636A1 | US20170187743A1 | US9195570B2 | US20090132999A1 | US20140173737A1 | US20150269064A1";63;6;NA;0;NA;"EN";"US20190370471A1 Alive | WO2019232098A1 Alive | US10592677B2 Alive";"20191205US20190370471A1";781;277;"100.0";358;35;361
"WO2019232098A1";2019;2018;2019;"T01 E";"PAYPAL INC.,US";"PETRATOS Spiros,US | HOGGE Rick,US | NUTHULAPATI Praveen,US";"HOGGE R | NUTHULAPATI P | PETRATOS S";3;"WO";"A1";2019-12-05;NA;"Alive";"12";2019-05-29;"05";"2018-05-30";"05 | 05";"2018";NA;"G06F001100 | G06F001136 | G06F001730 | G06F002155 | G06F002157 | G06F000865 | G06F000871 | G06F000944 | G06F002153 | G06F002156";"G06";"G06F0011, G06F0017, G06F0021, G06F0008, G06F0009";"G";"G06F";"G06F001100, G06F001136, G06F001730, G06F002155, G06F002157, G06F000865, G06F000871, G06F000944, G06F002153, G06F002156";"G06F002153 | G06F0021577 | G06F000865 | G06F0008656 | G06F000871 | G06F00113664 | G06F0021554 | G06F0021566 | G06F2221033";"G06F002153 | G06F0021577";"G06F0021577";"G06";"T01-F05F | T01-J05B2C | T01-J05B4P | T01-J12C | T01-J20B1 | T01-J20B2 | T01-J20C | T01-N01D3A | T01-N02B1B | T01-N03 | T01-S03";"US20180157842A1 | US20120311344A1 | US20180225460A1 | US20120072985A1";4;0;NA;0;"XX N AE;AG;AL;AM;AO;AT;AU;AZ;BA;BB;BG;BH;BN;BR;BW;BY;BZ;CA;CH;CL;CN;CO;CR;CU;CZ;DE;DJ;DK;DM;DO;DZ;EC;EE;EG;ES;FI;GB;GD;GE;GH;GM;GT;HN;HR;HU;ID;IL;IN;IR;IS;JO;JP;KE;KG;KH;KN;KP;KR;KW;KZ;LA;LC;LK;LR;LS;LU;LY;MA;MD;ME;MG;MK;MN;MW;MX;MY;MZ;NA;NG;NI;NO;NZ;OM;PA;PE;PG;PH;PL;PT;QA;RO;RS;RU;RW;SA;SC;SD;SE;SG;SK;SL;SM;ST;SV;SY;TH;TJ;TM;TN;TR;TT;TZ;UA;UG;US;UZ;VC;VN;ZA;ZM;ZW |  EP R AL;AT;BE;BG;CH;CY;CZ;DE;DK;EE;ES;FI;FR;GB;GR;HR;HU;IE;IS;IT;LT;LU;LV;MC;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;SM;TR |  OA R BF;BJ;CF;CG;CI;CM;GA;GN;GQ;GW;KM;ML;MR;NE;SN;TD;TG |  AP R BW;GH;GM;KE;LR;LS;MW;MZ;NA;RW;SD;SL;ST;SZ;TZ;UG;ZM;ZW |  EA R AM;AZ;BY;KG;KZ;RU;TJ;TM";"EN";"US20190370471A1 Alive | WO2019232098A1 Alive | US10592677B2 Alive";"20191205US20190370471A1";7811;277;"66.75";21;225;NA
"US10223536B2";2019;2016;2016;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Boutnaru Shlomi,Modi'in-Maccabim-Re'ut,IL";"BOUTNARU S";1;"US";"B2";2019-03-05;"6086 Days , (16 Years, 7 Months)";"Alive";"03";2016-12-29;"12";"2016-12-29";"12 | 12";"2016";"US15394555A,2016-12-29";"G06F002152 | G06F002155 | G06F002157 | G06F000950 | H04L002906";"G06, H04";"G06F0021, G06F0009, H04L0029";"G, H";"G06F, H04L";"G06F002152, G06F002155, G06F002157, G06F000950, H04L002906";"G06F0021577 | G06F002152 | H04L00631433 | G06F000950 | G06F2221033";"G06F0021577";"G06F0021577";"G06, H04";"T01-F02 | T01-F03 | T01-J12C | T01-M06S | T01-N02A3C | T01-N02B1B | T01-N02B2 | T01-S03";"US9762610B1 | US20030196136A1 | US20070204257A1 | US20100125665A1 | US20130166342A1 | US20140047096A1 | US20140165070A1 | US20150160977A1 | US20130024939A1 | US20130196649A1 | US20140068348A1 | US20140282586A1 | US20150121524A1 | US20170195994A1 | US20170024660A1 | US20100162036A1 | US9400682B2 | US20090119673A1 | US20100153963A1 | US20120069131A1 | US20140280889A1 | US20160323377A1 | US20170255498A1 | US20170279685A1 | US7784054B2 | US9117077B2 | US20120054466A1 | US20150096019A1 | US20170083703A1 | US20170134405A1 | US20160344799A1 | US7877482B1 | US9813447B2 | US20030061261A1 | US20090241095A1 | US20140068628A1 | US20140325650A1 | US20150106509A1 | US20160253497A1 | US20150278123A1 | US20160269429A1 | US20180062990A1";42;0;NA;0;NA;"EN";"US20180189498A1 Alive | US10223536B2 Alive";"20180705US20180189498A1";782;277;"100.0";321;319;283
"US10257209B2";2019;2011;2016;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Jakobsson Bjorn Markus,Mountain View,CA,US | Leddy William,Georgetown,TX,US";"JAKOBSSON B M | LEDDY W";2;"US";"B2";2019-04-09;"4438 Days , (12 Years, 1 Months)";"Alive";"04";2016-02-01;"02";"2011-01-21 | 2011-12-28";"01 | 12 | 01 | 12 | 02";"2011 | 2016";"US15012309A,2016-02-01 | US2011435210P,2011-01-21 | US13339275A,2011-12-28";"G06F001324 | G06F002131 | G06F002156 | G06F002183 | H04L002906";"G06, H04";"G06F0013, G06F0021, H04L0029";"G, H";"G06F, H04L";"G06F001324, G06F002131, G06F002156, G06F002183, H04L002906";"H04L0063123 | G06F001324 | G06F002131 | G06F002156 | G06F002183 | H04L0063083 | H04L0063145 | G06F22212119";"H04L0063123";"H04L0063123";"H04, G06";"T01-H05B2 | T01-N01A | T01-N02B1B | T01-N02B2B | T01-S03";"US8645384B1 | US20060117177A1 | US20110023115A1 | US20090319782A1 | US20110242043A1 | US7467370B2 | US20090204964A1 | US20100257446A1 | US6542994B1 | US20070168574A1 | US20080175266A1 | US20110150291A1 | US20110247045A1 | US7165051B2 | US7984304B1 | US20070028304A1 | US20090300768A1 | US20120117459A1 | US20110087692A1 | US20030073432A1 | US20080034092A1 | US20100115615A1 | US20110145916A1";23;2;NA;0;NA;"EN";"US20160149927A1 Alive | US10257209B2 Alive";"20120726US20120192277A1";783;277;"100.0";431;412;280
"US10262138B2";2019;2016;2016;"T01 E |  W01 E";"PAYPAL INC.,San Jose,CA,US";"Boutnaru Shlomi,Moddin,IL";"BOUTNARU S";1;"US";"B2";2019-04-16;"6178 Days , (16 Years, 10 Months)";"Alive";"04";2016-09-15;"09";"2016-09-15";"09 | 09";"2016";"US15266974A,2016-09-15";"G06F002155 | G06F002156 | G06F002160";"G06";"G06F0021";"G";"G06F";"G06F002155, G06F002156, G06F002160";"G06F0021566 | G06F0021554 | G06F002160 | G06F2221034";"G06F0021566";"G06F0021566";"G06";"T01-D01 | T01-J05B1 | T01-J12C | T01-M06A1A | T01-N02B1B | T01-S03 | W01-A05A1 | W01-A06C4E | W01-A07H2A | W01-C01D3C | W01-C01G8S | W01-C01R";"US20180018458A1 | US20170364681A1 | US9436824B1 | US20130111547A1 | US9514309B1 | US5797022A";6;7;NA;0;NA;"EN";"US20180075239A1 Alive | US10262138B2 Alive";"20180315US20180075234A1";784;454;"100.0";873;818;242
"US10452847B2";2019;2016;2016;"T01 E |  T05 E";"PayPal Inc.,San Jose,CA,US";"Tolpin David,Beer Sheva,IL | Dymshits Michael,Holit,IL";"DYMSHITS M | TOLPIN D";2;"US";"B2";2019-10-22;"6095 Days , (16 Years, 8 Months)";"Alive";"10";2016-09-16;"09";"2016-09-16";"09 | 09";"2016";"US15268278A,2016-09-16";"G06F002155 | G06F002156 | H04L002906";"G06, H04";"G06F0021, H04L0029";"G, H";"G06F, H04L";"G06F002155, G06F002156, H04L002906";"G06F002156 | G06F002155 | G06F0021552 | G06F0021554 | G06F0021566 | H04L006314 | H04L00631408 | G06F2221034 | H04L00631416 | H04L00631425";"G06F002156";"G06F002156";"G06, H04";"T01-J12C | T01-N01D | T01-N02A3C | T01-N02B1B | T05-B01 | T05-L02";"US20080120720A1 | US9860262B2 | US20160078225A1 | US20040205474A1";4;0;NA;0;NA;"EN";"US20180082060A1 Alive | US10452847B2 Alive";"20180322US20180082060A1";785;277;"100.0";394;381;313
"US10515216B2";2019;2017;2017;"T01 E";"PayPal Inc.,San Jose,CA,US";"Boutnaru Shlomi,Modi'in-Maccabim-Re'ut,IL";"BOUTNARU S";1;"US";"B2";2019-12-24;"6387 Days , (17 Years, 5 Months)";"Alive";"12";2017-06-30;"06";"2017-06-30";"06 | 06";"2017";"US15638575A,2017-06-30";"G06F002152 | G06F002155 | G06F002156 | G06F002157 | H04L002906";"G06, H04";"G06F0021, H04L0029";"G, H";"G06F, H04L";"G06F002152, G06F002155, G06F002156, G06F002157, H04L002906";"G06F0021566 | G06F002152 | G06F0021552 | G06F0021554 | G06F0021577 | H04L0063102 | H04L006320";"G06F0021566";"G06F0021566";"G06, H04";"T01-H07A | T01-J12C | T01-N02B1B | T01-S03";"US8780114B1 | US5210873A | US20040205303A1 | US20120030762A1 | US20120239981A1 | US20170068988A1 | US20090172664A1 | US20090257595A1 | US20140006375A1 | US20160023235A1 | US20040260678A1 | US5758071A | US20140283006A1 | US20160004861A1 | US20130086299A1 | US7987445B2 | US8701192B1";17;0;NA;0;NA;"EN";"US20190005241A1 Alive | US10515216B2 Alive";"20190103US20190005241A1";786;277;"100.0";321;319;327
"US10204222B2";2019;2004;2017;"T01 E";"PAYPAL INC.,San Jose,CA,US";"Lalonde Chris,Campbell,CA,US | Brown Andrew Millard,Mountain View,CA,US | Henley Mathew Gene,Campbell,CA,US | Pham Quang D.,San Jose,CA,US | Black Kevin,San Jose,CA,US";"BLACK K | BROWN A M | HENLEY M G | LALONDE C | PHAM Q D";5;"US";"B2";2019-02-12;"1514 Days , (4 Years, 1 Months)";"Alive";"02";2017-08-09;"08";"2004-06-21 | 2004-06-23 | 2013-01-07 | 2014-05-16 | 2016-06-23";"06 | 06 | 01 | 05 | 06 | 06 | 06 | 01 | 05 | 06 | 08";"2004 | 2013 | 2014 | 2016 | 2017";"US15673300A,2017-08-09 | US2004581857P,2004-06-21 | US15190592A,2016-06-23 | US14280222A,2014-05-16 | US13735633A,2013-01-07 | US2004876336A,2004-06-23";"G06F001700 | G06F002100 | G06F002150 | G06F002151 | G06F002155 | G06F002156 | G06F002160 | H04L002906";"G06, H04";"G06F0017, G06F0021, H04L0029";"G, H";"G06F, H04L";"G06F001700, G06F002100, G06F002150, G06F002151, G06F002155, G06F002156, G06F002160, H04L002906";"G06F002156 | G06F002150 | G06F002151 | G06F0021566 | G06F002160 | H04L00631441 | G06F22212115 | G06F22212119 | G06F22212151";"G06F002156";"G06F002156";"G06, H04";"T01-E01B | T01-J05B4P | T01-J12C | T01-N01A2C | T01-N01C | T01-N02A3C | T01-N02B1B | T01-S03";"US20030159063A1 | US5893348A | US20010044820A1 | US20040260733A1";4;2;NA;0;NA;"EN";"US20180060577A1 Alive | US10204222B2 Alive";"20051222US20050283833A1";787;10;"100.0";247;225;883
